year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2010,Hyundai,Elantra,GLS,Sedan,automatic,kmhdu4ad2au122492,ca,42.0,33039.0,silver,gray,star ford lincoln,7725.0,8500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Honda,Accord,LX,Sedan,automatic,1hgcp2f36aa052607,ca,32.0,39673.0,blue,gray,ahfc/honda lease trust/hvt  inc.,10400.0,11700.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Mazda,Mazda3,i Touring,Sedan,automatic,jm1bl1sg0a1141064,ca,33.0,85861.0,gray,black,jpmorgan chase bank n.a.,6300.0,8250.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Toyota,Highlander,Base,SUV,automatic,5tdza3eh4as002997,ca,39.0,91308.0,black,gray,exeter finance corp,12800.0,13400.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Ford,Focus,SE,Sedan,automatic,1fahp3fn6aw272088,ca,19.0,106781.0,white,gray,jpmorgan chase bank n.a.,5050.0,900.0,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2010,Toyota,Prius,III,Hatchback,automatic,jtdkn3du7a0135437,ca,19.0,113815.0,silver,gray,california fleet inc,10550.0,10400.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Honda,Civic,DX-VP,Sedan,automatic,19xfa1f32ae056853,ca,39.0,69743.0,silver,gray,ahfc/honda lease trust/hvt  inc.,8125.0,9800.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Volvo,XC70,3.2,Wagon,automatic,yv4982bz8a1090207,ca,37.0,58477.0,black,beige,smith volvo inc,17100.0,18000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Honda,CR-V,EX-L,SUV,automatic,jhlre3h75ac004737,ca,4.0,47337.0,gray,black,remarketing by ge/chase lease remarketing co,14850.0,16000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Toyota,Corolla,LE,Sedan,automatic,1nxbu4ee7az299453,ca,34.0,53075.0,silver,gray,jpmorgan chase bank n.a.,8425.0,10400.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Honda,Odyssey,LX,Minivan,automatic,5fnrl3h29ab037556,ca,28.0,62522.0,gray,gray,aaero sweet company,10750.0,13000.0,Wed Jan 07 2015 12:00:00 GMT-0800 (PST)
2010,Mercedes-Benz,GLK-Class,GLK350 4MATIC,SUV,automatic,wdcgg8hb3af319111,ca,,109622.0,gray,—,autobahn motors,14350.0,13000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Dodge,Journey,SE,SUV,automatic,3d4pg4fb8at117696,ca,36.0,65963.0,black,black,jpmorgan chase bank n.a.,8500.0,8800.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7bb6aa292666,ca,34.0,81926.0,black,black,southwest auto inc,31200.0,31000.0,Wed Jan 07 2015 12:15:00 GMT-0800 (PST)
2010,Ford,Edge,Limited,SUV,automatic,2fmdk3kc8aba01848,ca,45.0,85379.0,silver,black,exeter finance corp,12850.0,14300.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Honda,Civic,LX,Sedan,automatic,2hgfa1f52ah501275,ca,28.0,96183.0,silver,gray,ahfc/honda lease trust/hvt  inc.,7400.0,8400.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Infiniti,QX56,Base,SUV,automatic,5n3za0ncxan907725,ca,49.0,62838.0,white,tan,aaero sweet company,27900.0,28250.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2010,Mazda,Mazda3,i Sport,Sedan,automatic,jm1bl1sg6a1330205,ca,19.0,55628.0,black,black,jpmorgan chase bank n.a.,7975.0,7000.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Toyota,Corolla,S,Sedan,automatic,1nxbu4ee6az309342,ca,36.0,43285.0,white,black,tustin community bank,9425.0,11000.0,Wed Dec 17 2014 12:05:00 GMT-0800 (PST)
2010,Honda,Civic,LX,Sedan,automatic,2hgfa1f50ah330770,ca,36.0,81054.0,gray,gray,santander consumer,7950.0,9500.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Nissan,Versa,1.8 S,Sedan,,3n1bc1ap4al381554,ca,27.0,55630.0,blue,black,santander consumer,6325.0,6800.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Volvo,XC60,T6 R-Design,SUV,automatic,yv4992dz5a2031104,ca,31.0,67725.0,blue,beige,bob baker jeep,18350.0,15500.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2010,Dodge,Journey,SXT,SUV,automatic,3d4pg5fv4at112169,ca,28.0,124914.0,silver,black,the car exchange,5375.0,6100.0,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2010,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7bb4aa336308,ca,37.0,45188.0,silver,black,i auto sales inc,35800.0,36000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Kia,Optima,LX,Sedan,automatic,knagg4a80a5372641,ca,26.0,57354.0,black,gray,tycon enterprises,6825.0,7250.0,Tue Jan 06 2015 12:30:00 GMT-0800 (PST)
2010,Mercedes-Benz,M-Class,ML350,SUV,automatic,4jgbb5gb6aa617403,ca,42.0,57938.0,green,beige,walters auto sales/service inc,21500.0,21750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2010,Kia,Soul,!,Wagon,automatic,kndjt2a20a7702464,ca,21.0,99273.0,white,black,first investors servicing corp,6800.0,7300.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Ford,Transit Connect,Cargo Van XLT,Minivan,automatic,nm0ls7dn8at021570,ca,3.0,95910.0,white,gray,donlen corporation,8725.0,7000.0,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2010,Subaru,Impreza,2.5i,Hatchback,automatic,jf1gh6a68ah809882,ca,34.0,48391.0,charcoal,black,tycon enterprises,11250.0,10750.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Land Rover,Range Rover,HSE,SUV,automatic,salmf1d42aa317589,ca,35.0,35561.0,white,tan,land rover north america llc,35600.0,28500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2010,Land Rover,Range Rover,HSE,SUV,automatic,salmf1d49aa327049,ca,,60000.0,brown,—,land rover redwood city,34300.0,32250.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Mercedes-Benz,GLK-Class,GLK350,SUV,automatic,wdcgg5gb8af410648,ca,31.0,77517.0,silver,black,skyhigh remarketing inc,16850.0,16500.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2010,Honda,Accord,LX,Sedan,automatic,1hgcp2f34aa011232,ca,21.0,113560.0,—,black,i auto sales inc,7900.0,6900.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgbf7be7aa613510,ca,39.0,54812.0,black,black,hoehn motors inc,27000.0,26750.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Honda,Civic,EX,Coupe,automatic,2hgfg1b82ah523663,ca,45.0,99975.0,gray,gray,lbs financial credit union,7025.0,8900.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Toyota,Camry,XLE,Sedan,automatic,4t1bf3ek0au522099,ca,29.0,92671.0,black,gray,high bid trading co inc,9800.0,9800.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2010,Land Rover,LR2,HSE,SUV,automatic,salft2bn5ah204665,ca,42.0,58341.0,black,black,century dealer services corp,15350.0,17500.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2010,Ford,Edge,SE,SUV,,2fmdk3gc1abb58999,ca,,92070.0,silver,—,audi concord,9625.0,7300.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Toyota,Camry,Base,Sedan,automatic,4t1bf3ek0au563610,ca,19.0,88599.0,white,black,tdaf remarketing,8800.0,8000.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4pr4gk9ac163002,ca,35.0,61334.0,silver,black,merchants automotive group,12900.0,13200.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Dodge,Journey,SXT,SUV,automatic,3d4pg5fv3at181998,ca,34.0,73745.0,black,gray,remarketing by ge/flagship credit acceptance,8900.0,8600.0,Tue Dec 23 2014 16:00:00 GMT-0800 (PST)
2010,Mitsubishi,Lancer Sportback,GTS,Hatchback,automatic,ja32x8hw7au016393,ca,19.0,95457.0,blue,black,navy fcu,6775.0,4000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Hyundai,Accent,Blue,Hatchback,manual,kmhcm3ac9au176983,ca,2.0,52373.0,white,gray,lincoln financial services,3575.0,3600.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Kia,Sportage,LX,SUV,automatic,kndkgca30a7699427,ca,28.0,93899.0,white,beige,remarketing by ge/golden 1 credit union,7650.0,7100.0,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2010,Infiniti,QX56,Base,SUV,automatic,5n3za0ndxan900833,ca,39.0,72694.0,white,gray,century dealer services corp,24000.0,25750.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2010,Toyota,Venza,Base,Wagon,automatic,4t3za3bb5au037255,ca,1.0,72930.0,blue,tan,toyota financial services,13550.0,4500.0,Wed Feb 04 2015 05:30:00 GMT-0800 (PST)
2010,Land Rover,LR2,HSE,SUV,automatic,salfr2bn6ah208058,ca,29.0,47273.0,white,beige,jaguar land rover thousand oaks,16400.0,15750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2010,Toyota,Tundra,Tundra Grade,CrewMax Cab,automatic,5tfem5f13ax001448,ca,27.0,116604.0,gray,gray,exeter finance corp,14300.0,14600.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Mercedes-Benz,S-Class,S63 AMG,Sedan,automatic,wddng7hb8aa313413,ca,29.0,45527.0,silver,black,caseys cars inc,48200.0,43000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2010,Ford,Focus,S,Sedan,automatic,1fahp3en0aw280219,ca,28.0,97238.0,white,gray,santander consumer,4400.0,5100.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Ford,F-150,XLT,SuperCab,automatic,1ftex1c81afd12139,ca,1.0,141217.0,silver,beige,tradewinds remarketing,9750.0,9350.0,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2010,Honda,Civic,DX-VP,Sedan,automatic,19xfa1f36ae009695,ca,27.0,65214.0,blue,gray,jpmorgan chase bank n.a.,8250.0,8800.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Infiniti,G37 Convertible,Base,G37 Convertible,automatic,jn1cv6fe8am355371,ca,39.0,58266.0,white,beige,nissan infiniti lt,18450.0,21000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa51e99c829319,ca,2.0,54197.0,black,black,jpmorgan chase bank n.a.,12100.0,10700.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Hyundai,Sonata,GLS,Sedan,automatic,5npet46c39h569592,ca,23.0,126592.0,black,gray,cig financial,4025.0,2700.0,Wed Jan 14 2015 07:00:00 GMT-0800 (PST)
2009,smart,fortwo,BRABUS coupe,Hatchback,automatic,wmeej31x19k241827,ca,23.0,36244.0,red,red,remarketing by ge/nextgear capital,5300.0,3500.0,Tue Dec 23 2014 16:00:00 GMT-0800 (PST)
2009,Pontiac,G5,Base,Coupe,automatic,1g2as18h297168908,ca,26.0,123631.0,gray,black,california fleet inc,3275.0,3600.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Volkswagen,GTI,Base,Hatchback,automatic,wvwhv71k09w122719,ca,44.0,76639.0,black,gray,lucky imports,8700.0,11300.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,GMC,Yukon XL,Denali,SUV,automatic,1gkfk06289r161836,ca,3.0,103138.0,black,black,remarketing by ge/manheim riverside,20100.0,17000.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2009,Toyota,RAV4,Base,SUV,automatic,jtmzf33v19d002683,ca,21.0,193409.0,white,gray,ars/executive car leasing co,7725.0,7800.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Cadillac,Escalade Hybrid,Base,SUV,automatic,1gyfc43579r119473,ca,31.0,64944.0,black,beige,high bid trading co inc,25200.0,28000.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2009,Ford,F-150,Lariat,SuperCrew,automatic,1ftpw12v39kc63614,ca,45.0,105312.0,white,beige,hoehn motors inc,16850.0,17300.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2009,Toyota,Camry,Base,Sedan,automatic,4t4be46k89r096932,ca,19.0,134995.0,gray,silver,gm financial,6800.0,7000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Nissan,Versa,1.8 SL,Hatchback,automatic,3n1bc13e39l418357,ca,19.0,59665.0,blue,beige,santander consumer,5850.0,4500.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Mazda,Mazda6,i SV,Sedan,automatic,1yvhp81a395m06675,ca,34.0,92488.0,blue,gray,a l financial corporation,6225.0,7400.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Chevrolet,Tahoe,LTZ,SUV,automatic,1gnfc33j89r280404,ca,38.0,156406.0,black,black,california fleet inc,13950.0,14250.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Audi,A4,2.0T Premium quattro,Sedan,automatic,wausf78k79a095778,ca,29.0,59602.0,silver,black,first investors servicing corp,14350.0,16000.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2009,Mercedes-Benz,GL-Class,GL550,SUV,automatic,4jgbf86e89a494412,ca,39.0,73291.0,black,beige,high bid trading co inc,25400.0,24500.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Ford,Ranger,XL,Regular Cab,automatic,1ftyr10d69pa20341,ca,2.0,312235.0,white,gray,o'reilly auto parts,3050.0,2000.0,Wed Feb 11 2015 16:00:00 GMT-0800 (PST)
2009,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,automatic,1gchk43k69f151730,ca,36.0,38822.0,white,gray,enterprise fleet management exchange  inc.,22200.0,20000.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2009,Mercedes-Benz,GL-Class,GL450,SUV,automatic,4jgbf71e59a458498,ca,47.0,51714.0,black,black,high bid trading co inc,26300.0,27750.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2009,Dodge,Journey,SE,SUV,automatic,3d4gg47b09t530478,ca,28.0,104123.0,black,black,repo remarketing/visterra credit union,5450.0,5000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,automatic,1gchk43k29f151885,ca,29.0,39498.0,white,gray,enterprise fleet management exchange  inc.,22100.0,21000.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2009,Toyota,Corolla,Base,Sedan,automatic,1nxbu40e79z135798,ca,31.0,79618.0,silver,gray,jpmorgan chase bank n.a.,6625.0,8200.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Mazda,CX-9,Grand Touring,SUV,automatic,jm3tb28v690180060,ca,31.0,140689.0,white,gray,northwest import sales,6775.0,8000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Dodge,Journey,SXT,SUV,automatic,3d4gg57v79t549934,ca,21.0,147998.0,gray,beige,jpmorgan chase bank n.a.,4250.0,4300.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Ford,Escape,XLT,SUV,automatic,1fmcu03789kc85036,ca,42.0,106874.0,silver,tan,wheels exchange llc,7575.0,7000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Ford,Focus,SEL,Sedan,automatic,1fahp37n59w183056,ca,35.0,96588.0,silver,black,santander consumer,5600.0,7300.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Chevrolet,Avalanche,LT1,Crew Cab,automatic,3gnec22099g252089,ca,21.0,74387.0,blue,black,gm financial,18200.0,16500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,BMW,3 Series,328i,Sedan,automatic,wbaph57599nm34386,ca,34.0,86571.0,gray,black,bmw of murrieta,10950.0,11500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2009,Mitsubishi,Lancer,ES-Sport,Sedan,manual,ja3au26u09u002513,ca,23.0,118427.0,gray,black,california republic bank,4625.0,6000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa51e39c820566,ca,,63858.0,gray,black,honda of escondido,11800.0,12000.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2009,Honda,Accord,LX-P,Sedan,automatic,1hgcp26469a198140,ca,26.0,133309.0,gray,black,ahfc/honda lease trust/hvt  inc.,6475.0,7800.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Honda,Accord,LX,Sedan,automatic,1hgcp26339a076570,ca,,23105.0,black,—,apexcars net,10350.0,12700.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Mercedes-Benz,M-Class,ML350 4MATIC,SUV,automatic,4jgbb86e29a465998,ca,27.0,71108.0,silver,black,dublin honda,18700.0,18500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Jaguar,XF,Premium Luxury,Sedan,automatic,sajwa06b39hr08782,ca,35.0,100856.0,green,beige,billion dodge chrysler jeep,13000.0,13250.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2009,BMW,5 Series,528i xDrive,Sedan,automatic,wbanv13559c154975,ca,44.0,41128.0,black,off-white,financial services remarketing (lease),17100.0,17800.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2009,BMW,X5,xDrive48i,SUV,automatic,5uxfe83559l170334,ca,28.0,79957.0,black,black,remarketing by ge/manheim california,19400.0,18750.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Honda,CR-V,EX,SUV,automatic,jhlre48549c001036,ca,37.0,90637.0,white,gray,livermore toyota and livermore scion,11650.0,11700.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,BMW,3 Series,328i,Sedan,automatic,wbaph57569nl79279,ca,42.0,60755.0,white,gray,exeter finance corp,12400.0,14500.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Honda,CR-V,EX-L,SUV,automatic,5j6re38759l029852,ca,19.0,84832.0,black,black,honda of hayward,12950.0,9000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,MINI,Cooper,S,Hatchback,automatic,wmwmf73599tw81834,ca,2.0,108096.0,gray,black,east bay bmw,5825.0,4600.0,Wed Dec 17 2014 15:10:00 GMT-0800 (PST)
2009,Cadillac,Escalade,Base,SUV,automatic,1gyfc53219r124437,ca,26.0,72247.0,blue,black,caseys cars inc,22600.0,25000.0,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2009,Mitsubishi,Lancer,DE,Sedan,automatic,ja3au16u69u042671,ca,35.0,51521.0,silver,black,jpmorgan chase bank n.a.,5025.0,7600.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Cadillac,Escalade Hybrid,Base,SUV,automatic,1gyfc43509r123767,ca,28.0,170960.0,white,—,myrddin fleet services,15750.0,15000.0,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2009,Honda,Accord,EX,Sedan,automatic,1hgcp26779a158269,ca,28.0,78127.0,gray,gray,wells fargo dealer services,9575.0,11000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Ford,Fusion,SEL,Sedan,automatic,3fahp08109r180756,ca,,56663.0,black,black,kearny pearson kia,9025.0,8500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,chevrolet,2500,slv 4x2 rg work truck,,automatic,1gbhc44k19e127776,ca,3.0,93884.0,white,black,tradewinds remarketing,10900.0,10600.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2009,Toyota,Corolla,S,Sedan,automatic,1nxbu40e59z135329,ca,2.0,105473.0,red,black,exeter finance corp,7625.0,4400.0,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2009,Mercedes-Benz,SLK-Class,SLK350,Convertible,automatic,wdbwk58f29f192962,ca,35.0,97527.0,black,black,san diego sports cars,14200.0,14000.0,Wed Jan 07 2015 12:15:00 GMT-0800 (PST)
2009,Jaguar,XF,Premium Luxury,Sedan,automatic,sajwa06b99hr16630,ca,36.0,58637.0,red,tan,hoehn motors inc,18000.0,18600.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Chevrolet,Impala,SS,Sedan,automatic,2g1wd57c191152763,ca,19.0,101928.0,silver,black,jpmorgan chase bank n.a.,7300.0,5000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Toyota,Corolla,Base,Sedan,,jtdbl40e099074272,ca,,100806.0,black,—,champion chrysler jeep dodge,6325.0,5700.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Infiniti,QX56,Base,SUV,automatic,5n3aa08dx9n904112,ca,39.0,73176.0,black,black,california auto wholesale,21800.0,23200.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Nissan,Titan,LE,Crew Cab,automatic,1n6aa07fx9n304896,ca,,43819.0,black,—,r & r auto group inc,19450.0,18700.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng71x39a258628,ca,34.0,69781.0,white,brown,high bid trading co inc,26300.0,30250.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2009,Toyota,Corolla,LE,Sedan,automatic,1nxbu40ex9z145063,ca,24.0,67321.0,silver,gray,h & h japanese auto sales llc,7500.0,7250.0,Wed Dec 31 2014 12:15:00 GMT-0800 (PST)
2009,Honda,Pilot,Touring,SUV,automatic,5fnyf48879b049245,ca,,101408.0,gray,—,dublin honda,15600.0,15900.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Audi,A4,2.0T Premium,Sedan,automatic,waujf78k49n065092,ca,1.0,91671.0,silver,black,vw credit,10050.0,7800.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2009,Mercedes-Benz,E-Class,E350,Sedan,automatic,wdbuf56x19b431206,ca,38.0,145017.0,gray,black,high bid trading co inc,11700.0,9250.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2009,Mitsubishi,Lancer,GTS,Sedan,manual,ja3au86w09u039923,ca,3.0,42211.0,black,black,prestige auto wholesale inc,8350.0,10800.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2009,Ford,Edge,Sport,SUV,automatic,2fmdk30c49bb05543,ca,,111399.0,red,black,bmw of monrovia,14150.0,9000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Volkswagen,Jetta,SportWagen S PZEV,Wagon,automatic,3vwmz71k99m296790,ca,19.0,66069.0,gray,black,high bid trading co inc,7400.0,8500.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2009,Mercedes-Benz,E-Class,E350,Sedan,automatic,wdbuf56x69b431430,ca,33.0,95620.0,blue,beige,exeter finance corp,13300.0,12300.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Chevrolet,Malibu,LT1,Sedan,automatic,1g1zh57b59f210827,ca,27.0,127609.0,silver,gray,gm financial,4725.0,4500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Mercedes-Benz,M-Class,ML350 4MATIC,SUV,automatic,4jgbb86e49a529958,ca,23.0,59751.0,black,black,high bid trading co inc,19500.0,19000.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2009,Chevrolet,HHR,LT,Wagon,automatic,3gnca53v99s605842,ca,38.0,139959.0,silver,gray,valley kia,3300.0,3600.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Chevrolet,Impala,LT,Sedan,automatic,2g1wt57n391263481,ca,41.0,110430.0,silver,black,santander consumer,5100.0,6000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Nissan,Versa,1.8 SL,Sedan,automatic,3n1bc11e59l362120,ca,,115429.0,blue,black,quality acceptance,3825.0,2000.0,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2009,Toyota,Sienna,XLE 7-Passenger,Minivan,automatic,5tdzk22c59s225903,ca,,93903.0,white,—,apexcars net,10550.0,12000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Lexus,ES 350,Base,Sedan,automatic,jthbj46g892284480,ca,,67295.0,silver,—,lexus of stevens creek,14550.0,16500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,BMW,X5,xDrive30i,SUV,automatic,5uxfe43599l262846,ca,4.0,76020.0,black,black,motor city buick gmc,18750.0,16750.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2009,BMW,M3,Base,Coupe,automatic,wbswd93559p361571,ca,39.0,62568.0,black,black,high bid trading co inc,28300.0,30250.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Chevrolet,Suburban,1500 LTZ,SUV,automatic,1gnfk363x9r202772,ca,33.0,142899.0,black,black,auto prime,14950.0,12500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2009,Chrysler,Town and Country,LX,Minivan,automatic,2a8hr44e09r527179,ca,21.0,163365.0,red,gray,guard auto sales,4225.0,3400.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Toyota,Camry Hybrid,Base,Sedan,automatic,4t1bb46kx9u070870,ca,32.0,152263.0,silver,gray,lucky imports,6325.0,6300.0,Wed Feb 11 2015 04:30:00 GMT-0800 (PST)
2009,Dodge,Grand Caravan,SXT,Minivan,automatic,2d8hn54109r502483,ca,28.0,65049.0,blue,gray,california republic bank,8475.0,9400.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Kia,Spectra,EX,Sedan,automatic,knafe222795667652,ca,38.0,106090.0,gold,tan,santander consumer,3475.0,3700.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Toyota,Corolla,LE,Sedan,automatic,1nxbu40e39z084946,ca,,129005.0,black,—,marios auto wholesale,6250.0,5400.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,BMW,3 Series,328i,Sedan,automatic,wbaph57599nm33822,ca,22.0,162746.0,black,black,financial services remarketing (lease),7200.0,6750.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2009,Kia,Rondo,LX,Wagon,automatic,knafg528197272189,ca,35.0,49995.0,silver,gray,kia of cerritos,7225.0,6500.0,Tue Jan 20 2015 04:30:00 GMT-0800 (PST)
2009,Kia,Borrego,LX,SUV,automatic,kndjj741295012180,ca,35.0,68114.0,orange,gray,california republic bank,9675.0,9800.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,BMW,7 Series,750Li,Sedan,automatic,wbakb83529cy59916,ca,,51562.0,white,black,bmw of monrovia,27600.0,25600.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
